2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.9473347663879395,217.281,14764.611,0.13
2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.914897441864014,217.281,14764.611,0.12
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.022513389587402,217.281,14764.611,0.12
2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.0743513107299805,217.281,14764.611,0.12
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.165900707244873,217.281,14764.611,0.13
2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.140132904052734,217.281,14764.611,0.12
2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.151650905609131,217.281,14764.611,0.12
2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.113457679748535,217.281,14764.611,0.13
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.075564384460449,217.281,14764.611,0.12
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.973707675933838,217.281,14764.611,0.12
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.082840442657471,217.281,14764.611,0.11
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.1234612464904785,217.281,14764.611,0.12
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.202883720397949,217.281,14764.611,0.13
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.335357666015625,217.353,14764.611,0.14
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.331113815307617,217.353,14764.611,0.14
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.345662593841553,217.353,14764.611,0.15
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.387497425079346,217.353,14764.611,0.16
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.63728666305542,217.353,14764.611,0.17
2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.6412272453308105,217.353,14764.611,0.15
2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.760663986206055,217.353,14764.611,0.14
2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.815835952758789,217.353,14764.611,0.14
2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.835841178894043,217.353,14764.611,0.15
2010-03-12,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.869190216064453,217.353,14764.611,0.17
2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.785522937774658,217.353,14764.611,0.2
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.804014682769775,217.353,14764.611,0.2
2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.794010639190674,217.353,14764.611,0.18
2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.81007719039917,217.353,14764.611,0.18
2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.737321853637695,217.353,14764.611,0.18
2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.813106536865234,217.353,14764.611,0.18
2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.922543525695801,217.353,14764.611,0.17
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.953158378601074,217.353,14764.611,0.17
2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.870704650878906,217.353,14764.611,0.17
2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,6.999540328979492,217.353,14764.611,0.17
2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,7.0447096824646,217.353,14764.611,0.16
2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.149594306945801,217.353,14764.611,0.16
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.1238274574279785,217.353,14764.611,0.09
2010-04-01,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.153232097625732,217.403,14980.193,0.17
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.229624271392822,217.403,14980.193,0.2
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.2614545822143555,217.403,14980.193,0.2
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.293585777282715,217.403,14980.193,0.19
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.2738823890686035,217.403,14980.193,0.19
2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.3296613693237305,217.403,14980.193,0.19
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.344820022583008,217.403,14980.193,0.19
2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.349061489105225,217.403,14980.193,0.2
2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.447886943817139,217.403,14980.193,0.2
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.545800685882568,217.403,14980.193,0.22
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.499725818634033,217.403,14980.193,0.21
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.489720344543457,217.403,14980.193,0.2
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.414541721343994,217.403,14980.193,0.2
2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.858038902282715,217.403,14980.193,0.2
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.077815055847168,217.403,14980.193,0.2
2010-04-23,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,8.20998477935791,217.403,14980.193,0.2
2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.16966438293457,217.403,14980.193,0.2
2010-04-27,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,7.943522930145264,217.403,14980.193,0.2
2010-04-28,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.930186748504639,217.403,14980.193,0.2
2010-04-29,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,8.143596649169922,217.403,14980.193,0.19
2010-04-30,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,7.914724349975586,217.403,14980.193,0.2
2010-05-03,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,8.074175834655762,217.29,14980.193,0.2
2010-05-04,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,7.841669082641602,217.29,14980.193,0.21
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.760121822357178,217.29,14980.193,0.21
2010-05-06,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,7.464863300323486,217.29,14980.193,0.2
2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.149896144866943,217.29,14980.193,0.2
2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,7.69949197769165,217.29,14980.193,0.2
2010-05-11,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.776188850402832,217.29,14980.193,0.2
2010-05-12,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,7.945039749145508,217.29,14980.193,0.2
2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.831968784332275,217.29,14980.193,0.2
2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.694338798522949,217.29,14980.193,0.2
2010-05-17,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,7.7064666748046875,217.29,14980.193,0.21
2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.650083541870117,217.29,14980.193,0.21
2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.528219223022461,217.29,14980.193,0.2
2010-05-20,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.2074971199035645,217.29,14980.193,0.2
2010-05-21,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.345729827880859,217.29,14980.193,0.2
2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.480320453643799,217.29,14980.193,0.21
2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.433640480041504,217.29,14980.193,0.21
2010-05-26,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.399990558624268,217.29,14980.193,0.2
2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.680094242095947,217.29,14980.193,0.2
2010-05-28,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,7.7871012687683105,217.29,14980.193,0.19
2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.906841278076172,217.199,14980.193,0.2
2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,8.001423835754395,217.199,14980.193,0.2
2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.976261615753174,217.199,14980.193,0.19
2010-06-04,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,7.759212017059326,217.199,14980.193,0.19
2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.6070356369018555,217.199,14980.193,0.19
2010-06-08,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,7.558231353759766,217.199,14980.193,0.19
2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.372402667999268,217.199,14980.193,0.18
2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.5940022468566895,217.199,14980.193,0.18
2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,7.684943199157715,217.199,14980.193,0.18
2010-06-14,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,7.708285808563232,217.199,14980.193,0.18
2010-06-15,9.130000114440918,9.280357360839844,9.125,9.274642944335938,7.872284889221191,217.199,14980.193,0.19
2010-06-16,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,8.101460456848145,217.199,14980.193,0.19
2010-06-17,9.664285659790039,9.746429443359375,9.625,9.709643363952637,8.241511344909668,217.199,14980.193,0.19
2010-06-18,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,8.308201789855957,217.199,14980.193,0.18
2010-06-21,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,8.189976692199707,217.199,14980.193,0.17
2010-06-22,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,8.301532745361328,217.199,14980.193,0.18
2010-06-23,9.806428909301758,9.809286117553711,9.567856788635254,9.677499771118164,8.214227676391602,217.199,14980.193,0.17
2010-06-24,9.678570747375488,9.757143020629883,9.574999809265137,9.60714340209961,8.154510498046875,217.199,14980.193,0.16
2010-06-25,9.645000457763672,9.65250015258789,9.493213653564453,9.524999618530273,8.084784507751465,217.199,14980.193,0.16
2010-06-28,9.53321361541748,9.633929252624512,9.447142601013184,9.58214282989502,8.133284568786621,217.199,14980.193,0.17
2010-06-29,9.432856559753418,9.442500114440918,9.08214282989502,9.14892864227295,7.7655792236328125,217.199,14980.193,0.15
2010-06-30,9.168213844299316,9.213213920593262,8.928929328918457,8.983214378356934,7.6249213218688965,217.199,14980.193,0.09
2010-07-01,9.08214282989502,9.100000381469727,8.686429023742676,8.874285697937012,7.532463550567627,217.605,15141.605,0.17
2010-07-02,8.946070671081543,8.961786270141602,8.685713768005371,8.819286346435547,7.485781192779541,217.605,15141.605,0.18
2010-07-06,8.964285850524902,9.028571128845215,8.791428565979004,8.879643440246582,7.537012577056885,217.605,15141.605,0.18
2010-07-07,8.946070671081543,9.241786003112793,8.91964340209961,9.238213539123535,7.841361999511719,217.605,15141.605,0.18
2010-07-08,9.374285697937012,9.389286041259766,9.103214263916016,9.217499732971191,7.823780536651611,217.605,15141.605,0.17
2010-07-09,9.174642562866211,9.282142639160156,9.1128568649292,9.272143363952637,7.870161533355713,217.605,15141.605,0.18
2010-07-12,9.233214378356934,9.351785659790039,9.102143287658691,9.188928604125977,7.799530982971191,217.605,15141.605,0.17
2010-07-13,9.15428638458252,9.157142639160156,8.801071166992188,8.992856979370117,7.633105278015137,217.605,15141.605,0.17
2010-07-14,8.906429290771484,9.135713577270508,8.89285659790039,9.026070594787598,7.661299228668213,217.605,15141.605,0.17
2010-07-15,8.865357398986816,9.177499771118164,8.83214282989502,8.98035717010498,7.622495651245117,217.605,15141.605,0.19
2010-07-16,9.042142868041992,9.106071472167969,8.871786117553711,8.925000190734863,7.575509071350098,217.605,15141.605,0.19
2010-07-19,8.924285888671875,8.924285888671875,8.557143211364746,8.770713806152344,7.444552421569824,217.605,15141.605,0.19
2010-07-20,8.675000190734863,9.032142639160156,8.571785926818848,8.996070861816406,7.635835647583008,217.605,15141.605,0.18
2010-07-21,9.467499732971191,9.469642639160156,9.071429252624512,9.079999923706055,7.707072734832764,217.605,15141.605,0.18
2010-07-22,9.20285701751709,9.285714149475098,9.118213653564453,9.250714302062988,7.851975440979004,217.605,15141.605,0.18
2010-07-23,9.181785583496094,9.299285888671875,9.152856826782227,9.283571243286133,7.879861354827881,217.605,15141.605,0.19
2010-07-26,9.285714149475098,9.289285659790039,9.20392894744873,9.260000228881836,7.859856605529785,217.605,15141.605,0.19
2010-07-27,9.31678581237793,9.45714282989502,9.296428680419922,9.431428909301758,8.005364418029785,217.605,15141.605,0.19
2010-07-28,9.416786193847656,9.499643325805664,9.29464340209961,9.319999694824219,7.910782814025879,217.605,15141.605,0.2
2010-07-29,9.311071395874023,9.380356788635254,9.146429061889648,9.21821403503418,7.824387550354004,217.605,15141.605,0.19
2010-07-30,9.13892936706543,9.274999618530273,9.103570938110352,9.1875,7.798320293426514,217.605,15141.605,0.18
2010-08-02,9.30142879486084,9.378213882446289,9.272143363952637,9.351785659790039,7.9377641677856445,217.923,15141.605,0.19
2010-08-03,9.321785926818848,9.402142524719238,9.265000343322754,9.354642868041992,7.940186023712158,217.923,15141.605,0.19
2010-08-04,9.3871431350708,9.438570976257324,9.296786308288574,9.392143249511719,7.972016334533691,217.923,15141.605,0.19
2010-08-05,9.34749984741211,9.399286270141602,9.305356979370117,9.346428871154785,7.933216094970703,217.923,15141.605,0.19
2010-08-06,9.277856826782227,9.338929176330566,9.201070785522461,9.288928985595703,7.884411811828613,217.923,15141.605,0.18
2010-08-09,9.338570594787598,9.362500190734863,9.270357131958008,9.348214149475098,7.934732437133789,217.923,15141.605,0.18
2010-08-10,9.280357360839844,9.301786422729492,9.198213577270508,9.264642715454102,7.863796710968018,217.923,15141.605,0.18
2010-08-11,9.121429443359375,9.131786346435547,8.921786308288574,8.935357093811035,7.58430290222168,217.923,15141.605,0.17
2010-08-12,8.810357093811035,9.039285659790039,8.789999961853027,8.992500305175781,7.632803916931152,217.923,15141.605,0.18
2010-08-13,8.987500190734863,8.99571418762207,8.896071434020996,8.896429061889648,7.551257610321045,217.923,15141.605,0.19
2010-08-16,8.842143058776855,8.928929328918457,8.807856559753418,8.84428596496582,7.506998062133789,217.923,15141.605,0.2
2010-08-17,8.931428909301758,9.093929290771484,8.899999618530273,8.998929023742676,7.638261318206787,217.923,15141.605,0.2
2010-08-18,9.012857437133789,9.095356941223145,8.984999656677246,9.038213729858398,7.671603202819824,217.923,15141.605,0.19
2010-08-19,9.029999732971191,9.052857398986816,8.881428718566895,8.924285888671875,7.574906349182129,217.923,15141.605,0.19
2010-08-20,8.90678596496582,9.068571090698242,8.89285659790039,8.915714263916016,7.567625522613525,217.923,15141.605,0.2
2010-08-23,8.992500305175781,9.0,8.758929252624512,8.778571128845215,7.451220989227295,217.923,15141.605,0.19
2010-08-24,8.666786193847656,8.678570747375488,8.523214340209961,8.568928718566895,7.27327823638916,217.923,15141.605,0.19
2010-08-25,8.501428604125977,8.713929176330566,8.471428871154785,8.674642562866211,7.363007545471191,217.923,15141.605,0.19
2010-08-26,8.766071319580078,8.776785850524902,8.581428527832031,8.581428527832031,7.283886432647705,217.923,15141.605,0.19
2010-08-27,8.633929252624512,8.664643287658691,8.412857055664062,8.62928581237793,7.324507713317871,217.923,15141.605,0.19
2010-08-30,8.598570823669434,8.776785850524902,8.59571361541748,8.660714149475098,7.3511834144592285,217.923,15141.605,0.19
2010-08-31,8.637499809265137,8.734286308288574,8.583929061889648,8.682143211364746,7.369374752044678,217.923,15141.605,0.21
2010-09-01,8.838213920593262,8.980713844299316,8.795714378356934,8.940357208251953,7.58854341506958,218.275,15141.605,0.19
2010-09-02,8.973570823669434,9.006071090698242,8.8774995803833,9.006071090698242,7.644321918487549,218.275,15141.605,0.19
2010-09-03,9.110357284545898,9.242142677307129,9.089285850524902,9.241786003112793,7.844396591186523,218.275,15141.605,0.19
2010-09-07,9.165714263916016,9.268928527832031,9.151785850524902,9.207500457763672,7.8152947425842285,218.275,15141.605,0.2
2010-09-08,9.277856826782227,9.442500114440918,9.253570556640625,9.390000343322754,7.970200061798096,218.275,15141.605,0.19
2010-09-09,9.465714454650879,9.518570899963379,9.390000343322754,9.395357131958008,7.974745750427246,218.275,15141.605,0.18
2010-09-10,9.399642944335938,9.446429252624512,9.335714340209961,9.407500267028809,7.985053062438965,218.275,15141.605,0.18
2010-09-13,9.493571281433105,9.581428527832031,9.491429328918457,9.537142753601074,8.095096588134766,218.275,15141.605,0.18
2010-09-14,9.507499694824219,9.613213539123535,9.482856750488281,9.57357120513916,8.126012802124023,218.275,15141.605,0.19
2010-09-15,9.577500343322754,9.656429290771484,9.565713882446289,9.650713920593262,8.191492080688477,218.275,15141.605,0.21
2010-09-16,9.651429176330566,9.881071090698242,9.625,9.8774995803833,8.383986473083496,218.275,15141.605,0.21
2010-09-17,9.917499542236328,9.927143096923828,9.774286270141602,9.834643363952637,8.347610473632812,218.275,15141.605,0.21
2010-09-20,9.859999656677246,10.135000228881836,9.851785659790039,10.115357398986816,8.5858793258667,218.275,15141.605,0.21
2010-09-21,10.137857437133789,10.262499809265137,10.099642753601074,10.134642601013184,8.602246284484863,218.275,15141.605,0.2
2010-09-22,10.096785545349121,10.28499984741211,10.086071014404297,10.276785850524902,8.722900390625,218.275,15141.605,0.21
2010-09-23,10.22607135772705,10.455714225769043,10.214285850524902,10.318571090698242,8.758367538452148,218.275,15141.605,0.2
2010-09-24,10.432143211364746,10.483214378356934,10.376786231994629,10.4399995803833,8.861435890197754,218.275,15141.605,0.21
2010-09-27,10.499285697937012,10.526070594787598,10.393214225769043,10.398571014404297,8.82627010345459,218.275,15141.605,0.19
2010-09-28,10.420356750488281,10.420356750488281,9.821429252624512,10.244999885559082,8.695920944213867,218.275,15141.605,0.19
2010-09-29,10.258213996887207,10.350357055664062,10.214285850524902,10.263214111328125,8.711380004882812,218.275,15141.605,0.19
2010-09-30,10.321429252624512,10.35714340209961,10.04464340209961,10.133929252624512,8.601641654968262,218.275,15141.605,0.15
2010-10-01,10.219642639160156,10.234999656677246,10.048213958740234,10.09000015258789,8.56435775756836,219.035,15309.471,0.2
2010-10-04,10.057143211364746,10.103570938110352,9.920356750488281,9.95142936706543,8.446736335754395,219.035,15309.471,0.2
2010-10-05,10.071429252624512,10.337499618530273,10.0649995803833,10.319286346435547,8.758973121643066,219.035,15309.471,0.2
2010-10-06,10.342499732971191,10.428214073181152,10.187856674194336,10.328213691711426,8.766551971435547,219.035,15309.471,0.19
2010-10-07,10.369285583496094,10.374285697937012,10.246786117553711,10.329285621643066,8.767460823059082,219.035,15309.471,0.18
2010-10-08,10.418213844299316,10.51785659790039,10.35714340209961,10.5024995803833,8.914484024047852,219.035,15309.471,0.18
2010-10-11,10.526429176330566,10.615714073181152,10.521429061889648,10.54857063293457,8.95358657836914,219.035,15309.471,0.18
2010-10-12,10.5503568649292,10.696429252624512,10.446070671081543,10.662142753601074,9.049989700317383,219.035,15309.471,0.18
2010-10-13,10.721428871154785,10.784285545349121,10.70714282989502,10.71928596496582,9.098491668701172,219.035,15309.471,0.18
2010-10-14,10.774642944335938,10.802499771118164,10.728570938110352,10.796786308288574,9.164271354675293,219.035,15309.471,0.19
2010-10-15,10.979999542236328,11.25,10.889642715454102,11.240714073181152,9.541080474853516,219.035,15309.471,0.2
2010-10-18,11.373929023742676,11.39285659790039,11.224642753601074,11.35714340209961,9.639904022216797,219.035,15309.471,0.19
2010-10-19,10.835714340209961,11.206070899963379,10.71500015258789,11.053214073181152,9.381930351257324,219.035,15309.471,0.19
2010-10-20,11.035714149475098,11.223214149475098,10.959643363952637,11.090356826782227,9.413456916809082,219.035,15309.471,0.19
2010-10-21,11.15571403503418,11.240714073181152,10.95714282989502,11.054286003112793,9.382841110229492,219.035,15309.471,0.19
2010-10-22,11.038213729858398,11.072856903076172,10.939286231994629,10.981071472167969,9.320695877075195,219.035,15309.471,0.19
2010-10-25,11.038928985595703,11.128570556640625,11.015713691711426,11.029999732971191,9.362225532531738,219.035,15309.471,0.19
2010-10-26,10.959643363952637,11.062143325805664,10.916070938110352,11.001786231994629,9.338278770446777,219.035,15309.471,0.19
2010-10-27,10.987500190734863,11.067856788635254,10.914285659790039,10.993928909301758,9.331610679626465,219.035,15309.471,0.19
2010-10-28,10.998213768005371,11.0,10.746429443359375,10.901429176330566,9.253096580505371,219.035,15309.471,0.19
2010-10-29,10.865357398986816,10.924285888671875,10.745356559753418,10.749285697937012,9.123953819274902,219.035,15309.471,0.2
2010-11-01,10.793571472167969,10.914285659790039,10.79285717010498,10.863571166992188,9.220961570739746,219.59,15309.471,0.2
2010-11-02,10.964285850524902,11.078213691711426,10.964285850524902,11.04857063293457,9.377989768981934,219.59,15309.471,0.2
2010-11-03,11.120356559753418,11.174285888671875,11.018928527832031,11.171428680419922,9.482271194458008,219.59,15309.471,0.2
2010-11-04,11.266071319580078,11.4350004196167,11.251070976257324,11.366786003112793,9.648088455200195,219.59,15309.471,0.19
2010-11-05,11.356785774230957,11.413213729858398,11.3125,11.326070785522461,9.613530158996582,219.59,15309.471,0.18
2010-11-08,11.328571319580078,11.420356750488281,11.312856674194336,11.37928581237793,9.658699035644531,219.59,15309.471,0.18
2010-11-09,11.466071128845215,11.475000381469727,11.23214340209961,11.28857135772705,9.58169937133789,219.59,15309.471,0.17
2010-11-10,11.308570861816406,11.384642601013184,11.198213577270508,11.358214378356934,9.640812873840332,219.59,15309.471,0.17
2010-11-11,11.25,11.371429443359375,11.223214149475098,11.308929443359375,9.598980903625488,219.59,15309.471,0.17
2010-11-12,11.285714149475098,11.303570747375488,10.843929290771484,11.001070976257324,9.33767032623291,219.59,15309.471,0.19
2010-11-15,11.01642894744873,11.090714454650879,10.938214302062988,10.965714454650879,9.307658195495605,219.59,15309.471,0.21
2010-11-16,10.918571472167969,10.985713958740234,10.6899995803833,10.771071434020996,9.142447471618652,219.59,15309.471,0.21
2010-11-17,10.757143020629883,10.856785774230957,10.634285926818848,10.73214340209961,9.109404563903809,219.59,15309.471,0.2
2010-11-18,10.899999618530273,11.059642791748047,10.881786346435547,11.01535701751709,9.349797248840332,219.59,15309.471,0.2
2010-11-19,10.998929023742676,11.014286041259766,10.901429176330566,10.954643249511719,9.298259735107422,219.59,15309.471,0.21
2010-11-22,10.95285701751709,11.191429138183594,10.923929214477539,11.191429138183594,9.499245643615723,219.59,15309.471,0.19
2010-11-23,11.087499618530273,11.133929252624512,10.94857120513916,11.026070594787598,9.358892440795898,219.59,15309.471,0.2
2010-11-24,11.14285659790039,11.264286041259766,11.133929252624512,11.242856979370117,9.54289722442627,219.59,15309.471,0.2
2010-11-26,11.204999923706055,11.346428871154785,11.17642879486084,11.25,9.548961639404297,219.59,15309.471,0.2
2010-11-29,11.26785659790039,11.338570594787598,11.12071418762207,11.31678581237793,9.605649948120117,219.59,15309.471,0.2
2010-11-30,11.197856903076172,11.227143287658691,11.102499961853027,11.112500190734863,9.432254791259766,219.59,15309.471,0.2
2010-12-01,11.259642601013184,11.348214149475098,11.25,11.300000190734863,9.591403007507324,220.472,15309.471,0.2
2010-12-02,11.340356826782227,11.39285659790039,11.246070861816406,11.362500190734863,9.644448280334473,220.472,15309.471,0.19
2010-12-03,11.321785926818848,11.380356788635254,11.297857284545898,11.337142944335938,9.622925758361816,220.472,15309.471,0.18
